City,Date,PM2.5,PM10,NO,NO2,CO,SO2,O3,AQI,AQI_Bucket
Bengaluru,2018-04-29,44.57,69.97941176470589,3.55,28.96,0.69,6.03,45.33,81.0,Satisfactory
Bengaluru,2018-04-30,187.49,73.86588235294117,3.4,25.4,1.14,5.46,46.3,100.0,Satisfactory
Bengaluru,2018-05-03,44.58,77.75235294117647,5.02,34.25,0.88,5.83,46.69,98.0,Satisfactory
Bengaluru,2018-05-04,113.31,81.63882352941177,3.72,26.78,1.16,6.65,45.87,73.0,Satisfactory
Bengaluru,2018-05-06,79.0,85.52529411764706,3.35,24.55,0.73,5.71,44.38,99.0,Satisfactory
Bengaluru,2018-05-09,32.46,89.41176470588235,3.82,27.7,0.69,5.64,52.6,76.0,Satisfactory
Bengaluru,2018-05-10,28.99,93.29823529411765,6.84,27.51,0.81,5.31,41.46,65.0,Satisfactory
Bengaluru,2018-05-11,27.03,97.18470588235294,7.84,39.99,0.89,5.48,24.19,59.0,Satisfactory
Bengaluru,2018-05-12,27.01,101.07117647058823,3.38,24.22,0.88,4.33,39.45,62.0,Satisfactory
Bengaluru,2018-05-13,26.73,104.95764705882353,3.42,26.31,0.86,5.76,46.78,60.0,Satisfactory
Bengaluru,2018-05-14,33.13,108.84411764705882,5.95,47.07,0.87,7.1,37.5,69.0,Satisfactory
Bengaluru,2018-05-15,35.64,112.7305882352941,7.74,41.15,0.7,6.35,44.59,64.0,Satisfactory
Bengaluru,2018-05-16,34.36,116.61705882352942,5.28,34.6,0.82,6.26,29.15,61.0,Satisfactory
Bengaluru,2018-05-17,39.69,120.5035294117647,3.42,24.0,0.9,5.16,41.75,65.0,Satisfactory
Bengaluru,2018-05-18,43.05,124.39,13.78,33.14,1.1,4.09,35.22,92.0,Satisfactory
Bengaluru,2018-05-19,45.09,94.78,17.64,42.69,0.98,4.82,42.52,98.0,Satisfactory
Bengaluru,2018-05-20,47.83,66.81,3.31,18.67,0.79,4.3,47.98,80.0,Satisfactory
Bengaluru,2018-05-21,52.64,58.23,8.66,33.17,0.8,4.51,36.12,71.0,Satisfactory
Bengaluru,2018-05-22,59.24,71.88,5.24,35.39,1.06,3.12,41.2,90.0,Satisfactory
Bengaluru,2018-05-24,35.4,65.64,6.35,32.53,0.92,4.77,34.78,70.0,Satisfactory
Bengaluru,2018-05-25,46.14,64.28,7.52,30.05,0.95,4.87,27.78,73.0,Satisfactory
Bengaluru,2018-05-26,33.64,43.62,13.58,30.58,1.12,3.78,22.59,76.0,Satisfactory
Bengaluru,2018-05-27,41.73,52.37,11.87,29.69,1.02,3.86,19.04,89.0,Satisfactory
Bengaluru,2018-05-28,29.29,48.38,6.2,18.87,1.19,4.26,30.76,80.0,Satisfactory
Bengaluru,2018-05-29,16.92,27.94,6.37,15.29,1.18,3.57,27.82,67.0,Satisfactory
Bengaluru,2018-05-30,35.67,38.75,6.7,21.27,1.01,3.68,23.37,60.0,Satisfactory
Bengaluru,2018-05-31,33.16,41.38,7.15,22.99,1.03,3.55,21.01,73.0,Satisfactory
Bengaluru,2018-06-01,42.07,60.8,8.89,25.48,0.99,3.69,24.28,68.0,Satisfactory
Bengaluru,2018-06-02,44.47,54.34,10.58,35.43,1.06,6.55,23.96,86.0,Satisfactory
Bengaluru,2018-06-03,38.79,29.26,7.51,22.36,1.01,4.18,16.46,88.0,Satisfactory
Bengaluru,2018-06-04,23.35,28.86,8.65,20.58,0.96,4.39,15.51,60.0,Satisfactory
Bengaluru,2018-06-05,25.5,22.18,8.03,16.5,0.94,6.31,16.54,61.0,Satisfactory
Bengaluru,2018-06-06,22.77,27.69,7.8,17.25,1.04,7.21,12.58,63.0,Satisfactory
Bengaluru,2018-06-07,25.27,31.71,9.77,16.84,1.0,5.85,13.22,70.0,Satisfactory
Bengaluru,2018-06-09,19.32,26.98,9.68,16.01,0.96,5.35,15.82,52.0,Satisfactory
Bengaluru,2018-06-10,18.93,28.7,13.55,20.85,0.92,5.19,12.71,51.0,Satisfactory
Bengaluru,2018-06-11,23.76,34.25,10.26,15.51,0.99,4.66,10.74,65.0,Satisfactory
Bengaluru,2018-06-14,31.79,35.64,10.85,19.26,1.02,2.91,16.41,61.0,Satisfactory
Bengaluru,2018-06-15,61.43,33.51,9.95,23.54,1.01,3.21,18.53,83.0,Satisfactory
Bengaluru,2018-06-17,17.38,42.66,9.08,15.39,1.06,3.83,8.71,55.0,Satisfactory
Bengaluru,2018-06-18,13.38,100.6,9.51,14.75,1.15,4.93,11.02,69.0,Satisfactory
Bengaluru,2018-06-19,32.62,100.12,8.27,12.51,1.06,4.53,14.71,81.0,Satisfactory
Bengaluru,2018-06-20,13.64,73.69,8.31,14.01,1.06,4.83,21.95,69.0,Satisfactory
Bengaluru,2018-06-21,16.71,76.66,7.76,20.26,1.02,5.1,25.83,64.0,Satisfactory
Bengaluru,2018-06-22,18.94,79.08,10.67,31.69,1.02,4.68,26.92,64.0,Satisfactory
Bengaluru,2018-06-23,23.76,55.83,9.93,23.67,1.03,4.7,17.71,66.0,Satisfactory
Bengaluru,2018-06-24,21.84,73.73,7.93,15.51,0.98,4.64,15.09,64.0,Satisfactory
Bengaluru,2018-06-25,51.82,70.62,6.93,14.77,1.01,4.79,14.73,87.0,Satisfactory
Bengaluru,2018-06-26,32.62,56.97,5.69,13.9,0.93,4.78,18.29,92.0,Satisfactory
Bengaluru,2018-06-27,11.68,42.25,4.95,15.17,1.02,4.87,16.43,60.0,Satisfactory
Bengaluru,2018-06-28,9.23,34.44,6.3,17.93,0.99,5.5,15.6,57.0,Satisfactory
Bengaluru,2018-06-29,11.93,44.86,10.26,17.94,0.99,5.95,17.84,51.0,Satisfactory
Bengaluru,2018-06-30,18.23,65.8,32.78,33.04,1.0,6.63,10.67,66.0,Satisfactory
Bengaluru,2018-07-01,19.15,64.03,24.59,22.68,0.89,6.11,11.29,72.0,Satisfactory
Bengaluru,2018-07-02,16.29,55.13,28.13,27.31,0.88,6.9,16.14,63.0,Satisfactory
Bengaluru,2018-07-03,21.63,62.68,23.02,20.07,0.87,7.51,16.04,63.0,Satisfactory
Bengaluru,2018-07-04,18.55,71.37,17.71,15.35,0.79,6.49,14.42,60.0,Satisfactory
Bengaluru,2018-07-05,20.36,74.52,17.18,17.48,0.82,6.47,15.83,61.0,Satisfactory
Bengaluru,2018-07-06,21.44,58.91,17.06,16.86,0.86,6.63,15.59,65.0,Satisfactory
Bengaluru,2018-07-07,15.56,38.84,13.94,17.49,0.76,7.2,18.73,56.0,Satisfactory
Bengaluru,2018-07-08,22.83,42.49,13.04,14.5,0.89,7.09,16.35,62.0,Satisfactory
Bengaluru,2018-07-09,21.11,56.44,20.04,18.16,0.88,7.5,13.71,66.0,Satisfactory
Bengaluru,2018-07-10,36.65,52.63,19.76,20.32,0.87,7.49,14.05,63.0,Satisfactory
Bengaluru,2018-07-11,20.8,53.13,17.69,16.23,0.9,8.27,14.5,78.0,Satisfactory
Bengaluru,2018-07-12,17.82,51.19,15.33,14.74,0.75,8.6,15.79,56.0,Satisfactory
Bengaluru,2018-07-13,16.63,47.82,12.73,15.78,0.78,7.14,18.07,53.0,Satisfactory
Bengaluru,2018-07-14,18.87,60.54,16.04,15.81,0.75,7.47,16.19,57.0,Satisfactory
Bengaluru,2018-07-15,17.08,63.33,12.09,12.25,0.71,6.66,17.01,62.0,Satisfactory
Bengaluru,2018-07-16,19.93,47.19,19.67,16.2,0.8,7.32,13.25,59.0,Satisfactory
Bengaluru,2018-07-17,16.98,53.45,10.93,15.05,0.82,7.56,18.52,60.0,Satisfactory
Bengaluru,2018-07-18,18.83,56.14,6.08,13.81,0.8,7.75,17.83,57.0,Satisfactory
Bengaluru,2018-07-19,16.82,43.02,6.33,16.04,0.86,7.58,18.19,59.0,Satisfactory
Bengaluru,2018-07-20,15.52,41.94,6.5,16.03,0.83,7.49,22.36,52.0,Satisfactory
Bengaluru,2018-07-21,17.44,52.67,6.02,17.69,0.83,7.68,21.97,59.0,Satisfactory
Bengaluru,2018-07-22,18.63,67.89,5.71,14.94,0.85,8.01,21.53,60.0,Satisfactory
Bengaluru,2018-07-23,19.86,51.56,9.81,18.69,0.87,7.9,15.16,65.0,Satisfactory
Bengaluru,2018-07-24,17.85,50.14,7.46,16.37,0.92,7.08,13.77,64.0,Satisfactory
Bengaluru,2018-07-25,17.62,44.75,8.78,18.57,0.94,7.68,12.29,59.0,Satisfactory
Bengaluru,2018-07-26,20.0,55.87,12.84,28.4,0.83,7.55,13.43,65.0,Satisfactory
Bengaluru,2018-07-27,22.28,64.9,8.27,21.86,0.76,7.46,15.22,68.0,Satisfactory
Bengaluru,2018-07-28,21.05,64.54,6.85,17.94,0.77,6.84,16.19,59.0,Satisfactory
Bengaluru,2018-07-29,20.1,57.53,6.38,15.62,0.79,6.51,15.94,66.0,Satisfactory
Bengaluru,2018-07-30,22.92,65.5,15.82,18.15,0.97,7.18,14.61,64.0,Satisfactory
Bengaluru,2018-07-31,20.96,67.39,16.68,19.01,0.75,6.44,15.43,62.0,Satisfactory
Bengaluru,2018-08-01,20.59,68.6,17.54,22.78,0.83,6.0,14.61,66.0,Satisfactory
Bengaluru,2018-08-02,20.73,68.41,12.55,19.33,0.83,6.28,15.23,68.0,Satisfactory
Bengaluru,2018-08-03,23.34,71.35,17.03,18.78,0.9,6.5,12.05,72.0,Satisfactory
Bengaluru,2018-08-04,27.61,94.02,23.36,18.82,0.9,6.8,12.14,77.0,Satisfactory
Bengaluru,2018-08-05,20.75,81.19,17.45,15.27,0.83,7.15,13.44,77.0,Satisfactory
Bengaluru,2018-08-06,23.63,66.31,18.79,18.0,0.78,5.94,14.22,67.0,Satisfactory
Bengaluru,2018-08-07,18.24,59.59,18.82,18.39,0.81,6.18,13.14,67.0,Satisfactory
Bengaluru,2018-08-08,18.35,43.88,24.08,20.05,0.87,6.68,11.18,60.0,Satisfactory
Bengaluru,2018-08-09,17.33,55.07,21.68,17.68,0.83,6.27,13.65,58.0,Satisfactory
Bengaluru,2018-08-10,18.24,59.31,23.38,16.8,0.79,7.52,11.75,60.0,Satisfactory
Bengaluru,2018-08-11,18.6,46.24,23.61,17.12,0.78,6.44,11.75,56.0,Satisfactory
Bengaluru,2018-08-12,10.61,35.22,16.83,13.53,0.77,6.96,12.48,57.0,Satisfactory
Bengaluru,2018-08-13,11.4,39.72,18.47,15.3,0.8,5.96,11.69,53.0,Satisfactory
Bengaluru,2018-08-14,13.1,31.87,20.8,17.12,0.89,6.34,11.02,60.0,Satisfactory
Bengaluru,2018-08-15,15.35,36.24,17.91,15.93,0.85,6.35,11.1,59.0,Satisfactory
Bengaluru,2018-08-16,12.86,38.58,14.92,16.13,0.68,5.58,15.54,52.0,Satisfactory
Bengaluru,2018-08-18,20.09,65.73,15.73,15.9,0.73,6.76,14.37,57.0,Satisfactory
Bengaluru,2018-08-19,16.78,52.97,13.99,16.35,0.69,6.44,15.56,59.0,Satisfactory
Bengaluru,2018-08-20,24.78,67.41,19.12,18.52,0.74,6.65,14.54,53.0,Satisfactory
Bengaluru,2018-08-21,20.61,77.55,18.5,17.55,0.77,5.95,16.38,69.0,Satisfactory
Bengaluru,2018-08-22,20.75,74.0,19.51,17.29,0.78,6.92,16.23,65.0,Satisfactory
Bengaluru,2018-08-23,17.29,52.66,22.31,17.95,0.9,7.32,13.6,63.0,Satisfactory
Bengaluru,2018-08-24,18.74,60.28,22.92,18.94,0.82,7.81,12.61,62.0,Satisfactory
Bengaluru,2018-08-25,22.36,75.89,24.38,19.62,0.92,7.61,12.01,67.0,Satisfactory
Bengaluru,2018-08-26,18.42,60.03,21.34,18.03,0.93,7.07,13.19,70.0,Satisfactory
Bengaluru,2018-08-27,19.86,64.68,25.62,19.41,0.86,7.09,10.61,62.0,Satisfactory
Bengaluru,2018-08-28,21.93,63.28,20.83,18.83,0.81,6.5,12.42,64.0,Satisfactory
Bengaluru,2018-08-29,20.52,49.08,16.42,18.42,0.87,6.94,10.52,68.0,Satisfactory
Bengaluru,2018-08-30,23.33,66.23,22.69,17.92,0.79,7.56,11.59,68.0,Satisfactory
Bengaluru,2018-08-31,19.74,57.18,24.42,23.85,0.83,7.34,12.01,64.0,Satisfactory
Bengaluru,2018-09-01,23.62,78.59,18.31,18.76,0.8,7.25,15.32,68.0,Satisfactory
Bengaluru,2018-09-02,21.84,69.2,16.09,17.44,0.76,8.3,17.84,66.0,Satisfactory
Bengaluru,2018-09-03,25.06,73.19,24.51,20.87,0.87,8.66,16.89,63.0,Satisfactory
Bengaluru,2018-09-04,32.78,81.02,21.82,26.03,0.91,8.63,18.24,76.0,Satisfactory
Bengaluru,2018-09-05,25.32,77.04,19.25,21.06,0.85,7.69,18.23,78.0,Satisfactory
Bengaluru,2018-09-06,25.21,71.56,20.52,21.41,0.8,8.53,17.79,66.0,Satisfactory
Bengaluru,2018-09-07,27.2,66.34,20.06,20.41,0.79,8.27,16.77,70.0,Satisfactory
Bengaluru,2018-09-08,18.32,47.45,9.29,19.4,0.75,7.58,17.16,63.0,Satisfactory
Bengaluru,2018-09-09,19.07,56.66,9.72,23.74,0.82,7.65,23.36,64.0,Satisfactory
Bengaluru,2018-09-10,28.1,72.52,8.51,29.62,0.96,7.71,21.64,73.0,Satisfactory
Bengaluru,2018-09-11,30.34,79.46,12.1,34.78,0.95,6.95,32.98,90.0,Satisfactory
Bengaluru,2018-09-12,24.47,73.31,16.57,38.97,0.96,7.44,33.73,91.0,Satisfactory
Bengaluru,2018-09-13,29.84,76.26,14.04,38.83,0.99,8.27,21.83,88.0,Satisfactory
Bengaluru,2018-09-14,27.72,76.6,14.95,42.11,0.98,7.55,32.17,94.0,Satisfactory
Bengaluru,2018-09-15,24.1,56.2,15.31,40.13,0.95,7.46,25.3,77.0,Satisfactory
Bengaluru,2018-09-16,24.43,55.34,26.3,35.93,0.96,8.26,19.68,73.0,Satisfactory
Bengaluru,2018-09-17,19.03,49.62,23.91,30.55,0.83,7.87,11.82,74.0,Satisfactory
Bengaluru,2018-09-18,19.86,64.1,17.97,24.34,0.76,7.24,13.4,65.0,Satisfactory
Bengaluru,2018-09-19,20.21,69.15,12.96,23.2,0.76,7.82,16.89,65.0,Satisfactory
Bengaluru,2018-09-20,25.55,74.65,28.53,41.9,0.89,7.22,18.67,79.0,Satisfactory
Bengaluru,2018-09-21,26.75,81.33,15.97,33.38,0.8,6.83,19.11,87.0,Satisfactory
Bengaluru,2018-09-22,24.45,80.93,21.53,30.37,0.83,7.24,21.83,77.0,Satisfactory
Bengaluru,2018-09-23,30.84,75.04,13.19,38.12,0.85,7.1,26.8,87.0,Satisfactory
Bengaluru,2018-09-24,22.6,56.12,16.43,35.0,0.93,6.7,29.89,85.0,Satisfactory
Bengaluru,2018-09-25,26.76,63.24,19.45,40.97,0.99,6.79,22.54,78.0,Satisfactory
Bengaluru,2018-09-26,31.25,76.66,12.51,28.45,0.87,6.76,23.35,85.0,Satisfactory
Bengaluru,2018-09-27,29.24,72.24,13.98,30.94,0.94,6.59,20.67,80.0,Satisfactory
Bengaluru,2018-09-28,26.36,77.69,13.23,27.64,0.8,6.14,14.86,78.0,Satisfactory
Bengaluru,2018-09-29,17.35,64.18,13.34,25.67,0.79,6.06,12.5,75.0,Satisfactory
Bengaluru,2018-09-30,25.28,62.82,13.1,23.56,0.81,5.67,16.11,70.0,Satisfactory
Bengaluru,2018-10-01,21.61,66.61,14.5,25.53,0.87,6.59,18.94,82.0,Satisfactory
Bengaluru,2018-10-02,14.51,51.79,11.08,19.67,0.74,6.36,15.9,67.0,Satisfactory
Bengaluru,2018-10-03,15.17,52.6,12.05,20.76,0.76,6.27,16.22,65.0,Satisfactory
Bengaluru,2018-10-04,21.47,46.9,16.7,21.67,0.8,6.52,8.9,65.0,Satisfactory
Bengaluru,2018-10-05,13.99,40.41,15.24,19.47,0.78,6.96,11.69,62.0,Satisfactory
Bengaluru,2018-10-06,14.0,42.0,14.33,19.84,0.78,6.52,10.5,56.0,Satisfactory
Bengaluru,2018-10-07,20.86,69.05,13.17,23.91,0.74,6.73,16.31,62.0,Satisfactory
Bengaluru,2018-10-08,32.94,96.04,12.11,26.49,0.79,6.84,18.26,73.0,Satisfactory
Bengaluru,2018-10-09,31.82,91.63,14.75,32.27,0.85,6.89,22.25,80.0,Satisfactory
Bengaluru,2018-10-10,40.93,109.21,18.56,34.32,0.81,6.48,23.46,93.0,Satisfactory
Bengaluru,2018-10-15,41.44,88.52,9.88,28.25,0.88,6.36,23.25,88.0,Satisfactory
Bengaluru,2018-10-16,35.37,94.07,10.95,26.88,0.74,6.52,19.06,90.0,Satisfactory
Bengaluru,2018-10-17,19.99,51.83,14.07,22.81,0.75,6.56,18.23,75.0,Satisfactory
Bengaluru,2018-10-19,20.75,61.94,9.89,21.84,0.74,6.31,19.64,81.0,Satisfactory
Bengaluru,2018-10-20,25.61,86.65,10.61,25.93,0.75,6.74,27.25,71.0,Satisfactory
Bengaluru,2018-10-21,36.42,122.86,14.12,30.1,0.74,7.29,29.37,88.0,Satisfactory
Bengaluru,2018-11-01,20.96,66.49,16.9,31.6,0.95,7.01,23.72,92.0,Satisfactory
Bengaluru,2018-11-02,17.57,56.53,12.79,24.14,0.96,6.14,16.57,84.0,Satisfactory
Bengaluru,2018-11-03,21.42,63.23,11.8,24.36,1.1,6.46,20.21,82.0,Satisfactory
Bengaluru,2018-11-04,21.84,77.72,9.14,22.91,0.82,6.17,27.03,74.0,Satisfactory
Bengaluru,2018-11-05,23.98,90.86,11.81,28.89,1.03,6.14,21.7,81.0,Satisfactory
Bengaluru,2018-11-07,57.03,107.56,11.01,31.2,1.04,7.8,27.35,97.0,Satisfactory
Bengaluru,2018-11-09,33.68,98.45,11.58,29.99,0.99,5.77,25.02,94.0,Satisfactory
Bengaluru,2018-11-10,50.36,88.44,14.78,35.38,1.05,4.97,29.27,96.0,Satisfactory
Bengaluru,2018-11-16,25.1,59.99,11.77,28.79,1.05,5.06,19.48,88.0,Satisfactory
Bengaluru,2018-11-17,49.2,96.6,7.31,28.7,1.02,5.2,35.62,84.0,Satisfactory
Bengaluru,2018-11-18,41.2,83.45,9.24,20.87,1.01,5.38,26.38,91.0,Satisfactory
Bengaluru,2018-11-19,19.95,61.66,13.0,22.54,1.1,5.57,13.5,77.0,Satisfactory
Bengaluru,2018-11-20,25.85,67.23,15.66,28.52,1.09,5.21,16.08,77.0,Satisfactory
Bengaluru,2018-11-21,33.31,71.11,11.66,28.34,1.02,5.74,21.91,81.0,Satisfactory
Bengaluru,2018-11-22,17.95,39.52,13.98,24.12,1.03,5.89,11.65,73.0,Satisfactory
Bengaluru,2018-11-23,25.58,50.78,16.08,27.32,1.11,5.57,11.55,79.0,Satisfactory
Bengaluru,2018-11-30,43.16,79.92,10.45,28.44,0.89,5.46,47.85,94.0,Satisfactory
Bengaluru,2018-12-01,40.67,83.54,12.57,31.03,0.97,5.49,50.45,86.0,Satisfactory
Bengaluru,2018-12-02,28.25,68.25,9.29,24.59,0.79,6.21,59.89,92.0,Satisfactory
Bengaluru,2018-12-03,33.56,69.43,11.16,25.62,0.8,6.78,43.92,73.0,Satisfactory
Bengaluru,2018-12-04,25.83,74.27,15.31,26.42,0.89,5.86,24.11,75.0,Satisfactory
Bengaluru,2018-12-06,29.32,81.35,13.52,29.76,0.9,6.47,35.15,87.0,Satisfactory
Bengaluru,2018-12-07,37.49,150.02,16.07,31.25,0.93,5.9,33.42,90.0,Satisfactory
Bengaluru,2018-12-15,47.62,81.06,15.51,35.48,0.96,6.24,48.1,85.0,Satisfactory
Bengaluru,2018-12-23,37.34,86.46,9.1,23.96,0.82,4.98,46.25,87.0,Satisfactory
Bengaluru,2018-12-24,43.13,85.68,10.4,27.87,0.85,5.33,41.44,79.0,Satisfactory
Bengaluru,2019-01-28,38.48,73.19,7.95,26.16,0.73,4.12,53.78,99.0,Satisfactory
Bengaluru,2019-01-29,29.81,62.01,9.41,29.22,0.88,4.91,47.64,83.0,Satisfactory
Bengaluru,2019-02-04,32.91,70.95,9.19,27.77,0.82,4.6,49.04,81.0,Satisfactory
Bengaluru,2019-02-05,37.93,82.59,6.98,29.41,0.86,4.54,65.7,92.0,Satisfactory
Bengaluru,2019-02-11,41.65,78.53,10.0,28.6,0.81,4.04,37.69,80.0,Satisfactory
Bengaluru,2019-02-12,49.32,88.06,8.75,32.05,0.82,3.99,49.43,84.0,Satisfactory
Bengaluru,2019-02-13,47.31,92.86,9.72,34.53,0.9,4.75,52.51,96.0,Satisfactory
Bengaluru,2019-02-14,37.94,84.87,11.4,31.95,0.71,4.88,57.75,89.0,Satisfactory
Bengaluru,2019-02-20,31.49,79.97,9.18,28.91,0.85,4.39,40.97,87.0,Satisfactory
Bengaluru,2019-02-21,36.4,92.9,14.06,35.7,0.96,5.06,41.82,85.0,Satisfactory
Bengaluru,2019-02-22,38.35,101.4,17.28,40.77,0.96,5.45,42.98,99.0,Satisfactory
Bengaluru,2019-03-10,39.45,85.59,3.31,19.09,0.81,5.12,47.45,100.0,Satisfactory
Bengaluru,2019-03-11,34.4,79.55,4.31,21.93,0.75,6.11,55.52,91.0,Satisfactory
Bengaluru,2019-03-25,46.52,105.51,8.2,34.13,0.84,7.66,49.93,97.0,Satisfactory
Bengaluru,2019-05-08,33.28,81.91,10.92,25.0,0.88,4.16,34.37,87.0,Satisfactory
Bengaluru,2019-05-14,31.91,88.8,6.66,24.31,0.92,5.41,50.77,88.0,Satisfactory
Bengaluru,2019-05-15,33.89,81.23,7.43,24.45,1.01,4.29,38.96,96.0,Satisfactory
Bengaluru,2019-05-24,35.93,75.5,6.87,27.67,0.89,5.29,51.84,92.0,Satisfactory
Bengaluru,2019-05-25,26.07,71.31,6.76,25.34,0.79,5.0,54.83,82.0,Satisfactory
Bengaluru,2019-05-26,22.5,49.25,5.26,26.04,0.69,3.85,65.11,91.0,Satisfactory
Bengaluru,2019-05-27,25.77,59.78,8.57,32.49,0.94,4.44,60.35,92.0,Satisfactory
Bengaluru,2019-05-28,38.91,84.93,7.84,25.31,0.92,4.07,51.83,92.0,Satisfactory
Bengaluru,2019-05-30,35.18,77.36,5.72,22.93,0.79,3.96,64.17,98.0,Satisfactory
Bengaluru,2019-06-01,28.95,64.19,9.57,27.09,1.04,4.4,52.56,89.0,Satisfactory
Bengaluru,2019-06-02,44.24,64.72,5.18,18.31,0.85,4.39,45.14,100.0,Satisfactory
Bengaluru,2019-06-03,20.3,42.09,6.5,23.54,0.9,4.71,51.34,98.0,Satisfactory
Bengaluru,2019-06-04,27.33,61.65,9.0,24.48,0.79,4.54,40.04,69.0,Satisfactory
Bengaluru,2019-06-05,28.4,56.09,7.78,23.56,0.75,4.73,45.01,78.0,Satisfactory
Bengaluru,2019-06-06,25.72,51.53,7.47,27.41,1.02,4.17,46.31,78.0,Satisfactory
Bengaluru,2019-06-08,23.54,53.47,6.54,23.49,0.81,5.1,54.31,76.0,Satisfactory
Bengaluru,2019-06-09,16.31,39.84,5.29,17.7,0.66,4.02,50.05,66.0,Satisfactory
Bengaluru,2019-06-10,7.85,25.87,6.28,16.77,0.62,4.44,45.0,54.0,Satisfactory
Bengaluru,2019-06-12,12.8,35.87,6.7,17.93,0.61,6.09,30.56,51.0,Satisfactory
Bengaluru,2019-06-14,22.11,47.2,7.85,18.09,0.64,8.44,24.42,59.0,Satisfactory
Bengaluru,2019-06-15,23.64,54.09,9.57,20.9,0.68,8.45,24.61,69.0,Satisfactory
Bengaluru,2019-06-16,22.01,56.08,6.47,18.54,0.62,8.99,25.18,63.0,Satisfactory
Bengaluru,2019-06-17,25.77,64.03,8.35,21.68,0.7,8.36,30.6,61.0,Satisfactory
Bengaluru,2019-06-18,28.82,64.96,6.09,20.1,0.7,6.23,30.67,70.0,Satisfactory
Bengaluru,2019-06-19,25.41,60.88,7.2,20.9,0.78,4.91,29.26,74.0,Satisfactory
Bengaluru,2019-06-20,24.36,53.32,5.24,18.74,0.65,4.96,32.97,67.0,Satisfactory
Bengaluru,2019-06-21,25.35,56.61,5.8,20.66,0.74,5.48,38.03,64.0,Satisfactory
Bengaluru,2019-06-22,16.58,45.48,4.93,20.04,0.69,5.06,38.81,67.0,Satisfactory
Bengaluru,2019-06-23,14.8,36.43,4.83,20.19,0.67,4.46,37.89,66.0,Satisfactory
Bengaluru,2019-06-24,18.54,44.9,6.3,21.39,0.71,4.33,32.56,65.0,Satisfactory
Bengaluru,2019-06-25,30.39,76.25,6.73,23.04,0.76,4.77,30.97,65.0,Satisfactory
Bengaluru,2019-06-26,34.69,61.12,7.53,21.39,0.76,4.15,25.3,74.0,Satisfactory
Bengaluru,2019-06-27,26.44,65.51,7.51,21.17,0.72,4.27,28.6,72.0,Satisfactory
Bengaluru,2019-06-28,26.98,85.13,7.01,21.09,0.68,4.78,33.5,72.0,Satisfactory
Bengaluru,2019-06-29,25.37,81.98,6.35,24.27,0.72,4.7,37.55,79.0,Satisfactory
Bengaluru,2019-06-30,20.16,63.53,5.14,17.51,0.63,3.91,33.55,68.0,Satisfactory
Bengaluru,2019-07-01,26.89,70.15,6.08,18.8,0.71,4.63,35.0,65.0,Satisfactory
Bengaluru,2019-07-02,20.79,62.01,6.09,19.94,0.73,5.37,39.44,70.0,Satisfactory
Bengaluru,2019-07-03,18.25,60.9,5.89,18.61,0.7,4.98,33.59,64.0,Satisfactory
Bengaluru,2019-07-04,18.92,60.19,6.44,21.98,0.79,5.09,27.13,65.0,Satisfactory
Bengaluru,2019-07-05,20.9,57.46,6.03,19.92,0.7,5.03,25.86,63.0,Satisfactory
Bengaluru,2019-07-06,16.65,51.06,6.2,21.47,0.76,5.32,29.0,62.0,Satisfactory
Bengaluru,2019-07-07,19.38,68.71,5.33,18.38,0.75,5.3,32.8,69.0,Satisfactory
Bengaluru,2019-07-08,17.24,55.7,5.42,16.23,0.76,5.8,29.35,58.0,Satisfactory
Bengaluru,2019-07-09,19.53,46.87,5.88,16.78,0.86,5.41,25.43,64.0,Satisfactory
Bengaluru,2019-07-10,31.67,50.35,6.02,19.9,0.78,5.79,30.18,68.0,Satisfactory
Bengaluru,2019-07-11,23.49,61.32,6.71,24.25,0.84,7.22,31.66,86.0,Satisfactory
Bengaluru,2019-07-12,20.95,62.33,6.06,22.71,0.79,7.87,32.12,71.0,Satisfactory
Bengaluru,2019-07-13,20.39,57.91,5.27,21.27,0.75,6.01,32.55,62.0,Satisfactory
Bengaluru,2019-07-14,19.18,51.48,5.39,20.0,0.74,6.77,31.64,63.0,Satisfactory
Bengaluru,2019-07-15,17.84,47.39,6.14,21.24,0.8,5.93,32.19,65.0,Satisfactory
Bengaluru,2019-07-16,24.91,46.99,6.8,21.88,0.8,4.12,25.04,65.0,Satisfactory
Bengaluru,2019-07-17,26.83,55.0,9.37,24.84,0.82,3.9,25.39,69.0,Satisfactory
Bengaluru,2019-07-18,30.97,62.36,9.88,27.45,0.85,4.16,23.45,73.0,Satisfactory
Bengaluru,2019-07-19,18.98,37.85,6.92,22.61,0.67,4.42,22.89,66.0,Satisfactory
Bengaluru,2019-07-21,19.24,41.46,6.43,23.64,0.67,7.96,25.98,64.0,Satisfactory
Bengaluru,2019-07-22,15.91,41.71,6.7,24.64,0.69,6.1,27.44,57.0,Satisfactory
Bengaluru,2019-07-23,19.14,41.62,6.94,23.99,0.75,3.98,24.3,56.0,Satisfactory
Bengaluru,2019-07-24,20.89,63.75,6.44,23.42,0.67,3.69,25.88,60.0,Satisfactory
Bengaluru,2019-07-25,20.67,53.24,7.12,23.58,0.77,3.63,23.94,64.0,Satisfactory
Bengaluru,2019-07-26,20.33,53.25,6.92,23.49,0.73,4.09,21.84,62.0,Satisfactory
Bengaluru,2019-07-27,23.21,50.99,5.66,20.93,0.64,3.87,24.81,55.0,Satisfactory
